109,Died in a previous Congress,"Equal Protection for American Workers Act 
 This bill prohibits the Department of Homeland Security from granting work authorization to an alien who has been determined in a valid immigration proceeding to have been at any time unlawfully present in the United States."
110,Died in a previous Congress,"This bill modifies federal criminal penalties. Specifically, it excludes from certain minimum sentencing requirements a federal employee outside the United States who is required to carry a firearm while on duty and who, while on duty, uses, carries, or possesses the a firearm in a crime of violence."
111,Died in a previous Congress,"Semipostal Stamp Clarification Act of 2019
This bill removes the authority of the U.S. Postal Service (USPS) to issue semipostal stamps (stamps sold at a premium to raise funds for causes of national public interest) except as provided by an Act of Congress. (Currently, the USPS issues semipostals using its own discretion to determine the causes it considers to be in the national public interest.)
The bill also makes entities (currently, only agencies) eligible to receive amounts that become available from the sale of semipostals. Congress must determine the appropriate agencies or entities that receive such amounts."
112,Died in a previous Congress,"This bill prohibits the Central Intelligence Agency from using an unmanned aerial vehicle to carry out a weapons strike or other lethal action.
The President shall transfer to the Department of Defense all authority to use such a vehicle to conduct such a strike or lethal action."
113,Died in a previous Congress,"All-American Flag Act
This bill prohibits agencies from using funds to procure a U.S. flag unless such flag has been manufactured in the United States from materials that have been U.S. grown, produced, or manufactured. The bill specifies exceptions to this prohibition, including an exception if flags of satisfactory quality and sufficient quantity cannot be procured as needed at market prices."
114,Incorporated into another bill,"This bill expands the boundary of the Fort Frederica National Monument on St. Simons Island, Georgia, and increases the maximum number of acres that may be included in the monument from 250 to 305 acres."
115,Died in a previous Congress,"Protecting Diplomats from Surveillance Through Consumer Devices Act
This bill directs the Department of State to establish a policy regarding the use of location-tracking consumer devices by employees at diplomatic and consular facilities, and report the details of the policy to Congress.
The policy shall cover U.S. government staff, contractors, locally employed staff, and members of other agencies deployed at the facilities. The State Department shall give security briefings to inform new and existing employees of the policy."
116,Died in a previous Congress,"Investing in Main Street Act of 2019
This bill amends the Small Business Investment Act of 1958 to permit certain banking entities, subject to the approval of the appropriate federal banking agency, to invest up to 15% of their capital and surplus in one or more small business investment companies (SBICs), or in any entity established to invest solely in SBICs."
117,Died in a previous Congress,"Nationally Enhancing the Wellbeing of Babies through Outreach and Research Now Act or the NEWBORN Act
This bill requires the Health Resources and Services Administration to support pilot programs that address infant mortality. Specifically, grants must be awarded to local and tribal health departments in areas with the highest rates of infant mortality to establish pilot programs that address specified issues, including birth defects, premature births, and sudden infant death syndrome."
118,Died in a previous Congress,"Streamlined and Improved Methods at Polling Locations and Early (SIMPLE) Voting Act of 2019
This bill allows for early voting in elections for federal office and for reduced waiting times for voters at polling places used in such elections.
States must
 allow early voting in a federal election each day during the 15-day period ending on the second day before election day in the same manner as voting is allowed on election day; ensure that each polling place that allows early voting in a federal election is located within reasonable walking distance of a stop on a public transportation route; provide a sufficient number of voting systems, poll workers, and other election resources at polling places used in a federal election to ensure an equitable waiting time, not longer than one hour, for all voters in the state; plan to provide polling places whose waiting times exceed one hour on election day with additional poll workers, machines, ballots, and other equipment and supplies. The Election Assistance Commission shall issue standards for the administration of early voting in a federal election.
The bill establishes requirements for the counting of provisional ballots that will be treated as votes.
The bill allows civil money penalties, intervention by aggrieved parties, and private actions to address Help America Vote Act of 2002 violations by a state or jurisdiction."
119,Died in a previous Congress,"National Statistics on Deadly Force Transparency Act of 2019
This bill requires federal, state, and local law enforcement agencies to collect, compile, and submit data to the Department of Justice's (DOJ's) Bureau of Justice Statistics on the use of deadly force by law enforcement officers.
DOJ must reduce by 10% the allocation of funds under the Edward Byrne Memorial Justice Assistance Grant Program for a state or local government that fails to substantially comply."
120,Died in a previous Congress,"Police Creating Accountability by Making Effective Recording Available Act of 2019 or the Police CAMERA Act of 2019
This bill authorizes the Department of Justice's Bureau of Justice Assistance to make grants to states, local governments, and Indian tribes to purchase or lease body-worn cameras for use by law enforcement officers and to implement body-worn camera programs."
121,Died in a previous Congress,"Fresh Start Act of 2019
This bill establishes a process to expunge records related to certain nonviolent criminal offenses.
It defines the nonviolent offenses eligible for expungement; it establishes qualifications for an eligible offender; and it sets forth procedures for filing an expungement petition.
The bill increases by 5% the allocation of funds under the Edward Byrne Memorial Justice Assistance Grant (JAG) Program for a state that implements expungement procedures substantially similar to this bill. It decreases by 5% the JAG allocation for a state that fails to enact substantially similar expungement procedures."
122,Died in a previous Congress,"Original Living Wage Act 
 This bill increases the federal minimum wage to the minimum hourly wage sufficient for a person working for 40 hours per week, 52 weeks per year, to earn an annual income 25.5% higher than the federal poverty threshold for a four-person household, with two children under age 18, and living in the 48 contiguous states.
 The Department of Labor shall determine the minimum wage rate by June 1, 2018, and review it every four years. Labor may not adjust the minimum wage to a lower rate."
123,Died in a previous Congress,"FHA Alternative Credit Pilot Program Reauthorization Act 
This bill reauthorizes a pilot program for an alternative credit rating system for use by mortgage lenders. Specifically, the program provides credit information about borrowers who have insufficient credit histories for purposes of determining their creditworthiness for mortgages insured by the Federal Housing Administration."
124,Died in a previous Congress,"John Tanner Fairness and Independence in Redistricting Act
This bill establishes requirements regarding congressional redistricting, including that redistricting plans must be developed by an independent redistricting commission.
A state that has been redistricted after an apportionment of Representatives may not be redistricted again until after the next apportionment, unless the state is ordered by a court to conduct a subsequent redistricting in order to comply with the Constitution or enforce the Voting Rights Act of 1965.
Each state must establish an independent redistricting commission to develop redistricting plans that meet specified criteria. If such a plan is not enacted into law, a state's highest court may select a plan developed by the state's commission. If the state court does not select a plan, a U.S. district court must develop a plan.
The Election Assistance Commission must make payments to states to carry out redistricting."
125,Died in a previous Congress,"Police Training and Independent Review Act of 2019
This bill authorizes the Department of Justice to award grants to states that do the following: (1) require law enforcement officers to be trained on diversity and sensitivity, and (2) require an independent prosecutor to be appointed to investigate and prosecute an alleged offense involving the use of deadly force by a law enforcement officer that results in a death or injury."
126,Died in a previous Congress,"Students Voicing Opinions in Today's Elections (VOTE) Act
This bill directs the Election Assistance Commission to carry out a pilot program providing funds, during FY2019, to local educational agencies (LEAs) for initiatives that provide 12th graders with voter registration information.
LEAs must consult with their state and local election officials in developing the initiatives."
127,Died in a previous Congress,"Compassionate Access, Research Expansion, and Respect States Act of 2019 or the CARERS Act of 2019
This bill removes restrictions on, and creates new protections for, conduct and activities related to medical marijuana that are authorized by state law.
Among other things, the bill does the following:
 eliminates regulatory controls and administrative, civil, and criminal penalties under the Controlled Substances Act for producing, possessing, distributing, dispensing, administering, testing, recommending, or delivering medical marijuana in compliance with state law; establishes a new, separate registration process to facilitate medical marijuana research; and authorizes health care providers employed by the Department of Veterans Affairs to make recommendations to veterans regarding participation in state marijuana programs."
128,Died in a previous Congress,"Small Business Advocacy Improvements Act of 2019
This bill expands the primary functions and additional duties of the Office of Advocacy of the Small Business Administration to include: (1) examining the role of small businesses in the international economy, and (2) representing the views and interests of small businesses before foreign governments and international entities to contribute to regulatory and trade initiatives that may affect small businesses."
129,Died in a previous Congress,"No Budget, No Pay Act
This bill prohibits Members of Congress from being paid in a fiscal year until both chambers approve the budget resolution and pass all regular appropriations bills for that fiscal year. Retroactive pay is prohibited for such a period."
130,Died in a previous Congress,"John Tanner Fairness and Independence in Redistricting Act
This bill establishes requirements regarding congressional redistricting, including that redistricting plans must be developed by an independent redistricting commission.
A state that has been redistricted after an apportionment of Representatives may not be redistricted again until after the next apportionment, unless the state is ordered by a court to conduct a subsequent redistricting in order to comply with the Constitution or enforce the Voting Rights Act of 1965.
Each state must establish an independent redistricting commission to develop redistricting plans that meet specified criteria. If such a plan is not enacted into law, a state's highest court may select a plan developed by the state's commission. If the state court does not select a plan, a U.S. district court must develop a plan.
The Election Assistance Commission must make payments to states to carry out redistricting."
131,Died in a previous Congress,"Redistricting Transparency Act of 2019
This bill requires state redistricting entities to publish information regarding redistricting plans, both before and after adoption of a redistricting plan, including (1) maps of the congressional districts; (2) the composition of the districts by race, language minority group, and political party; (3) an explanation of the entity's reasoning; and (4) any dissenting statements of the entity's members.
 Each state redistricting entity must maintain a website that (1) provides redistricting plan information, meeting notices, and census data; and (2) allows individuals to submit comments and information."
132,Incorporated into another bill,"North American Development Bank Improvement Act of 2019
This bill authorizes the Department of the Treasury to provide a capital increase for the North American Development Bank, a financial institution the United States and Mexico created to develop infrastructure that protect the environment along their shared border.
Treasury may subscribe to and purchase 150,000 shares of the bank's capital stock, to the extent that funds are appropriated for such a purpose.
Treasury shall support projects related to water pollution and conservation, waste treatment, natural gas and energy security, expanding land border crossings, and reducing pollution related to such traffic. It shall also support developing various performance measures at the bank and report to Congress about its progress imposing such measures."
133,Enacted,"United States-Mexico Economic Partnership Act
This bill directs the Department of State to develop a strategy to enhance economic cooperation and expand professional and educational exchange programs between the United States and Mexico.
The State Department shall develop strategies to encourage more academic exchanges between the countries, as well as exchanges to encourage strengthening business skills and entrepreneurship.
The State Department shall also promote energy infrastructure coordination and educational development. It shall also assess ways to develop partnerships between the countries' medical and nursing schools. The plan should ensure that accreditation standards for such schools are comparable so that students in Mexico can pass the licensing exams needed to practice in the United States."
134,Died in a previous Congress,"Unpaid Intern Protection Act of 2019
This bill prohibits employers from discriminating against unpaid interns on the basis of (1) race, color, religion, sex, national origin, or age; or (2) disability, if such intern can perform the essential functions of the position with or without reasonable accommodation.
 The bill applies procedures from the Civil Rights Act of 1964, the Age Discrimination in Employment Act of 1967, and the Americans with Disabilities Act of 1990 to claims of employer discrimination of an unpaid intern.
Federal courts may grant legal and equitable relief.
The bill prohibits state immunity under the Eleventh Amendment to the Constitution from an action in a federal court for a violation of this bill."
135,Incorporated into another bill,"Elijah E. Cummings Federal Employee Antidiscrimination Act of 2019
This bill requires each federal agency to establish a model Equal Employment Opportunity Program that is independent of the agency's Human Capital or General Counsel office, and it establishes requirements related to complaints of discrimination and retaliation in the workplace.
An agency must publish a notice of any final agency action or Equal Employment Opportunity Commission (EEOC) appellate decision involving a finding of prohibited discrimination or retaliation, and it must report certain data with respect to specified equal opportunity complaints. Each agency must establish a system to track complaints of discrimination and include a notation of any adverse action taken against an employee for discrimination or retaliation in the employee's personnel record.
The EEOC must refer to the Office of Special Counsel a matter about which it issues an appellate decision involving a finding of discrimination or retaliation within a federal agency, and the Office of Special Counsel shall accept and review such referral for purposes of seeking disciplinary action.
An employee who has authority to take, recommend, or approve any personnel action shall not implement or enforce a nondisclosure policy that prohibits or restricts an employee from disclosing information relating to (1) a violation of any law, rule, or regulation; (2) mismanagement, gross waste of funds, or abuse of authority; (3) a substantial and specific danger to public health or safety; or (4) any other whistle-blower protection."
136,Died in a previous Congress,"Federal Intern Protection Act of 2019
This bill makes certain protections against discrimination for federal employees applicable to federal interns (and applicants for internships). An intern is an individual who performs uncompensated voluntary service to earn educational credit or to learn a trade or occupation."
137,Died in a previous Congress,"Federal Election Integrity Act of 2019
This bill makes it unlawful for a chief state election administration official to take active part in political management or in a political campaign with respect to any election for federal office over which the official has supervisory authority."
138,Died in a previous Congress,"Universal Right to Vote by Mail Act of 2019 
 This bill prohibits a state from imposing additional conditions or requirements on the eligibility of an individual to cast a vote in federal elections by mail, except to the extent that it imposes a deadline for requesting the ballot and returning it to the appropriate state or local election official."
139,Incorporated into another bill,"Springfield Race Riot Study Act
This bill directs the Department of the Interior to conduct a special resource study of the archeological site near Madison Street and the 10th Street Rail Corridor and other sites in Springfield, Illinois, associated with the 1908 Springfield Race Riot.
Interior shall (1) evaluate the national significance of the sites, and (2) determine the suitability and feasibility of designating them as a unit of the National Park System."
140,Died in a previous Congress,"Birthright Citizenship Act of 2019
This bill limits birthright citizenship by redefining what it means to be ""subject to the jurisdiction"" of the United States.
Currently, a person born in the United States and subject to U.S. jurisdiction is entitled to citizenship. Under the bill, a person is subject to U.S. jurisdiction if he or she is born to a parent who is (1) a U.S. citizen or national, (2) a lawful permanent resident residing in the United States, or (3) an alien performing active service in the Armed Forces.
The bill does not affect the citizenship or nationality status of any person born before the bill's enactment date."
141,Died in a previous Congress,"Social Security Fairness Act of 2019
This bill repeals provisions that reduce Social Security benefits for individuals who receive other benefits, such as a pension from a state or local government job.
The bill eliminates the government pension offset, which in various instances reduces Social Security survivors' benefits for spouses, widows, and widowers who also receives government pensions of their own.
The bill also eliminates the windfall elimination provision, which in some instances reduces Social Security benefits for individuals who also receive a pension or disability benefit from an employer that did not withhold Social Security taxes."
142,Died in a previous Congress,"Social Security Disability Fairness Act of 2019
This bill allows an individual diagnosed with a terminal illness to receive disability payments under the Old Age, Survivors, and Disability Insurance program during the waiting period for such payments (which typically lasts five months). It also establishes a phased-in payment schedule for such payments.
These provisions shall expire January 1, 2025."
143,Died in a previous Congress,"James K. Polk Presidential Home Study Act
 This bill directs the Department of the Interior to conduct a special resource study of the James K. Polk Home and adjacent property in Columbia, Tennessee.
In conducting this study, Interior shall evaluate the national significance of the site and determine the suitability and feasibility of designating it as a unit of the National Park System."
144,Died in a previous Congress,"Old Glory Only Act
This bill prohibits the flying of any flag other than the U.S. flag over U.S. diplomatic and consular posts."
145,Died in a previous Congress,"FTO Passport Revocation Act of 2019
This bill authorizes the Department of State to revoke or refuse to issue a passport for an individual who has aided an organization that the State Department has designated as a foreign terrorist organization.
Any such individual may request a hearing with the State Department upon being notified of such an action."
146,Died in a previous Congress,"Terrorist Deportation Act of 2019
This bill establishes that aliens identified in the terrorist screening database, except for permanent residents, shall be deportable and inadmissible into the United States.
The Department of Homeland Security (DHS) may temporarily waive the inadmissibility of such an alien if it is in the national security interests of the United States. DHS shall grant such a waiver only with the unanimous concurrence of the Department of Justice, the Federal Bureau of Investigation, the Office of the Director of National Intelligence, and the Department of State.
An alien identified in the terrorist screening database shall be ineligible for various immigration benefits, including asylum, withholding or cancellation of removal, voluntary departure, or adjustment of status.
DHS shall determine on an expedited basis the removal of an alien identified in the terrorist screening database, if the alien has not received a waiver and does not have permanent residence status. The alien shall be entitled to various protections, including the privilege of representation by counsel and judicial review."
147,Died in a previous Congress,"Visa Overstay Enforcement Act of 2019
This bill imposes various penalties on aliens who overstay a visa or lawful immigration status. An alien who overstays shall be fined or imprisoned for up to six months, or both. Such an individual may not be admitted into the United States for 5 years, and may not be granted a visa for 10 years. For subsequent offenses, the alien shall be fined or imprisoned for up to two years, or both, and shall not be admitted into the United States or granted a visa.
The Department of Homeland Security shall make case-by-case exceptions for aliens who overstay due to medical necessity, public safety, or national security reasons."
148,Died in a previous Congress,"Byron Nash Renal Medullary Carcinoma Awareness Act of 2019
This bill allows states to receive federal payment under Medicaid for 50% of their costs for providing education on the risk of renal medullary carcinoma to individuals with sickle cell disease. (Renal medullary carcinoma is a rare kidney disease usually found in individuals with the sickle cell trait.)"
149,Died in a previous Congress,"Veterans, Women, Families with Children, Race, and Persons with Disabilities Housing Fairness Act of 2019 or the Housing Fairness Act of 2019
This bill provides for testing to detect housing discrimination and awards grants to study the causes and effects of such discrimination.
Specifically, the Department of Housing and Urban Development (HUD) must conduct a nationwide testing program to (1) detect and document differences in the treatment of prospective renters, homebuyers, or mortgage borrowers; (2) measure patterns of adverse treatment because of the race, color, religion, sex, familial status, disability status, or national origin of a renter, homebuyer, or borrower; and (3) measure the prevalence of such discriminatory practices across housing and mortgage lending markets.
The bill also increases funding for the fair housing initiative program in FY2020-FY2024.
Additionally, HUD shall implement a grant program to assist public and private nonprofit organizations in (1) conducting comprehensive studies of the causes and effects of housing discrimination and segregation on education, poverty, and economic development or on veterans and military personnel; and (2) implementing pilot projects that test solutions to help prevent or alleviate housing discrimination and segregation."
150,Enacted,"Grant Reporting Efficiency and Agreements Transparency Act of 2019 or the GREAT Act
This bill requires the establishment and use of data standards for information reported by recipients of federal grants.
The bill requires the Office of Management and Budget, jointly with the executive department that issues the most federal grant awards, to (1) establish government-wide data standards for information reported by grant recipients, (2) issue guidance directing federal agencies to apply those standards, and (3) require the publication of recipient-reported data collected from all agencies on a single public website.
Each agency shall ensure its awards use the data standards for future information collection requests."
151,Died in a previous Congress,"Eliminating Foreign Intervention in Elections Act
This bill prohibits federal funds from being used to make payments to local governments that permit noncitizens to vote in state or local elections."
152,Died in a previous Congress,"Designates the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the ""Captain Kimberly Nicole Hampton Post Office Building."""
153,Died in a previous Congress,"Mobilizing Against Sanctuary Cities Act 
 This bill makes a state or local government ineligible for federal financial assistance for a minimum of one year if it restricts or prohibits an agency or official from (1) communicating with the responsible federal immigration agency information regarding an individual's citizenship or immigration status, or (2) maintaining or exchanging information about an individual's status. Such governmental entities are known as sanctuary cities or jurisdictions.
 The bill restores assistance eligibility upon a Department of Justice (DOJ) determination that the jurisdiction no longer restricts or prohibits such access.
 DOJ shall determine each year which state or local jurisdictions are not in compliance with immigration requirements and report such determination to Congress."
154,Died in a previous Congress,"Honoring Our WWII Merchant Mariners Act of 2019
This bill distributes a payment of $25,000 to U.S. merchant marines who engaged in qualified service during World War II. To be eligible, an individual must apply for the benefit and must not have received benefits under the Servicemen's Readjustment Act of 1944. The bill sets forth what constitutes qualified service, including time frame of service and licensing requirements."
155,Died in a previous Congress,"Hearing Protection Act 
This bill removes silencers from the definition of firearms for purposes of the National Firearms Act. It also treats persons acquiring or possessing a firearm silencer as meeting any registration and licensing requirements of such Act.
The Department of Justice must destroy certain records relating to the registration, transfer, or making of a silencer.
The bill also revises the definition of firearm silencer and firearm muffler under the federal criminal code and includes such items in the 10% excise tax category."
156,Died in a previous Congress,"Anti-Swatting Act of 2019
This bill increases penalties for the transmission of misleading or inaccurate caller-identification information with the intent to trigger an emergency response by (1) a government law-enforcement agency; (2) a government agency or nonprofit organization that provides fire, rescue, or emergency medical services; or (3) a public-safety answering point (i.e., a facility that has been designated to receive emergency calls and route them to emergency service personnel). Specifically, the bill provides for imprisonment, the imposition of additional criminal fines, or both.
The court shall order a defendant who has been convicted of such an offense to reimburse any such entity for expenses incurred in responding to such conduct. The bill treats such an order of reimbursement as a civil judgment."
157,Died in a previous Congress,"Gun Manufacturers Accountability Act
This bill repeals provisions of the Protection of Lawful Commerce in Arms Act that prohibit civil actions or administrative proceedings against firearm or ammunition manufacturers, sellers, importers, dealers, or trade associations for harms resulting from the criminal or unlawful misuse of a firearm."
158,Died in a previous Congress,"Rehabilitation of Historic Schools Act of 2019
This bill allows rehabilitation expenditures for any building which is a qualified public educational facility to qualify for the rehabilitation tax credit. A ""qualified public educational facility"" is a school facility that is part of a public elementary or secondary school and is owned by a private, for-profit corporation pursuant to a public-private partnership agreement with a state or local educational agency."
159,Died in a previous Congress,This bill authorizes the Small Business Administration to award grants to small business development centers and women's business centers for assisting small businesses with tax compliance issues.
160,Died in a previous Congress,"Citizen Legislature Anti-Corruption Reform of Congress Act or the CLEAN Congress Act
This bill (1) requires bills, orders, resolutions, or votes submitted by Congress to the President to include only one subject that is clearly and descriptively expressed in the measure's title; and (2) makes ineffective any provision of law that excludes its application to a Member of Congress or to an employee in a Member's office."
161,Died in a previous Congress,"Cabinet Service Integrity Act
This bill prohibits an immediate family member of a head of an executive department or the Environmental Protection Agency from soliciting or otherwise raising funds from certain foreign entities or individuals, including foreign governments, senior foreign political figures, and associates of senior foreign political figures.
The bill sets penalties of up to $1 million, up to 5 years' imprisonment, or both, for failure to comply."
162,Died in a previous Congress,"Presidential Tax Transparency Act 
This bill requires the Internal Revenue Service to disclose and make publicly available tax returns and return information for certain candidates for President and Vice President of the United States. The requirement applies to tax returns and return information for the 10-year period before the individual becomes a candidate.
The disclosure may not include the Social Security number of any individual, any financial account number, the name of any individual under age 18, or the home address of any individual (other than the city and state in which the address is located)."
163,Died in a previous Congress,"Citizen Legislature Anti-Corruption Reform of Elections Act or the CLEAN Elections Act
This bill establishes requirements for nonpartisan redistricting and open primary elections.
States must (1) conduct congressional redistricting using a plan developed by a nonpartisan independent redistricting commission, beginning with the 2020 census; and (2) hold open primaries for federal elections.
A state may not use federal funds provided for election administration purposes unless it certifies to the Election Assistance Commission that it (1) conducts redistricting for its state legislative districts using a plan developed by a nonpartisan independent redistricting commission, and (2) holds open primaries for elections for state and local office."
164,Died in a previous Congress,No summary available.
165,Died in a previous Congress,"Improving Access to Homes for Heroes Act of 2019
This bill requires public housing agencies to consider the housing needs of veterans when creating their annual plans and housing strategies, the latter in consultation with agencies that serve veterans. Similarly, the Department of Housing and Urban Development (HUD) must revise its regulations to require jurisdictions that receive funding from HUD to include information relating to veterans in their consolidated plans.
HUD must also conduct an assessment of the housing needs of very low-income veteran families and report annually on its activities relating to veterans."
166,Died in a previous Congress,"Fair Lending for All Act 
This bill modifies provisions related to prohibited credit discrimination.
The bill adds sexual orientation, gender identity, and an applicant's location based on zip code or census tract as classes protected against discrimination with respect to credit transactions. (Currently, discrimination is prohibited on the basis of race, color, religion, national origin, sex, marital status, age, or because an applicant receives public assistance.)
The bill establishes criminal penalties for violations of prohibited credit discrimination.
 The Consumer Financial Protection Bureau is required to review loan applications for compliance with specified consumer laws and to establish an Office of Fair Lending Testing."
167,Died in a previous Congress,"This bill makes it unlawful for a person who is not a licensed gun dealer to transfer a firearm at a gun show.
The prohibition does not apply to a transfer to a licensed manufacturer, importer, dealer, or collector.
A violator is subject to criminal penalties—a fine, a prison term, or both."
168,Died in a previous Congress,"Reentry and Reunification Act
This bill directs the Department of Homeland Security (DHS) to admit certain aliens for lawful permanent residence, if the alien is the spouse, parent, or guardian of a U.S. citizen.
Qualifying aliens shall be those who were removed from the United States before the bill's enactment, or subject to a removal order or in removal proceedings on the bill's enactment date. A qualifying alien shall also (1) be of good moral character; (2) not be deportable or inadmissible for various grounds, including those related to health or having been convicted of certain crimes; (3) not have participated in the persecution of any person on account of characteristics such as race, religion, or nationality; and (4) not have been convicted for a crime under federal or state law where the maximum sentence was more than one year. DHS may waive the requirement relating to a conviction for a state or federal crime for humanitarian, family unity, or public interest purposes.
For an alien subject to a removal order or under removal proceedings, the alien must have been continuously physically present in the United States for the four years before the bill's enactment date."
169,Died in a previous Congress,"Driver and Officer Safety Education Act
This bill amends the Fixing America's Surface Transportation Act (FAST Act) to increase authorization levels for FY2019-FY2020.
The bill decreases the allocation of funds under national priority safety programs for (1) occupant protection, (2) state traffic safety information system improvements, and (3) impaired driving countermeasures.
The Department of Transportation must award grants to states that enact a commuter safety education program for educational and training programs concerning law enforcement practices during traffic stops and other in-person encounters.
In each fiscal year, 2% of the funds provided for commuter safety education shall be allocated among states that implement commuter safety education programs."
170,Died in a previous Congress,"This bill amends the Black Lung Benefits Act to preserve specified amendments made by the Patient Protection and Affordable Care Act (PPACA) in the event those amendments are repealed. The amendments expanded the application of certain eligibility requirements for black lung benefits to claims that were pending on or after the enactment of PPACA. Those requirements (1) established a rebuttable presumption for claims filed by a miner who worked at least 15 years in an underground coal mine that a disabling lung or respiratory condition was due to black lung disease; and (2) entitled the survivors of a miner who, before death, was determined to be eligible for benefits to those benefits without the survivors being required to revalidate the miner's claim. (Previously, survivors were required to prove that the miner's death was caused by black lung disease.)"
171,Died in a previous Congress,"Legitimate Use of Medicinal Marihuana Act or LUMMA
This bill transfers marijuana from schedule I to schedule II of the Controlled Substances Act.
It also specifies that no provision of the Controlled Substances Act prohibits or restricts activities related to medical marijuana that comply with a state's medical marijuana law.
The bill does not affect any federal, state, or local law that regulates or prohibits smoking in public.
Under current law, schedule I controlled substances are those that, among other factors, have no currently accepted medical use in treatment in the United States; such substances thus may not be prescribed, administered, or dispensed for medical use. Substances listed in schedules II through V have some accepted medical use and thus may be prescribed, administered, or dispensed for medical use."
172,Died in a previous Congress,"New Source Review Permitting Improvement Act of 2018 [sic]
This bill modifies terminology for purposes of the New Source Review (NSR) permitting program of the Environmental Protection Agency (EPA).
In order for a change to a stationary source to be a modification (a change to a stationary source that increases the air pollutant emissions or results in new pollutants) for purposes of the NSR permitting program, the maximum hourly emission rate achievable by such source must be higher than the maximum hourly rate achievable by such source during any hour in the 10-year period preceding the change.
A change at a stationary source is not considered to be a modification under the bill if it is designed to (1) reduce the amount of any air pollutant emitted; or (2) restore, maintain, or improve the reliability of operations at, or safety of, the source. However, such changes are not excepted if the EPA determines the increase in the maximum achievable hourly emission rate from such change would cause an adverse effect on human health or the environment.
Construction for a major emitting facility (a type of stationary source) does not include a change at such a facility that does not result in a significant emissions increase or a significant net emissions increase.
In relation to major emitting facilities in nonattainment areas, the terms modifications and modified do not include changes at such facilities that do not result in a significant emissions increase or a significant net emissions increase."
173,Died in a previous Congress,"Pipeline Fairness and Transparency Act
This bill addresses eminent domain, environmental review for interstate natural gas pipeline projects, and the visual impacts of natural gas pipeline projects on national scenic trails.
The bill revises the process for environmental reviews of natural gas projects. The Federal Energy Regulatory Commission (FERC)must prepare a supplement to a draft or final environmental impact statement if (1)FERC makes a substantial change in the proposed action that is relevant to environmental concerns, or (2) there are significant new circumstances relevant to environmental concerns.FERC must also hold public meetings in each county (or equivalent subdivision) in which a project is to be located.
Additionally, in an environmental impact statement, an evaluation of the visual impacts of a project on a national scenic trail must include a cumulative analysis of the visual impacts of the project and similar proposed projects."
174,Died in a previous Congress,"Supporting Home Owner Rights Enforcement Act
This bill requires the Federal Energy Regulatory Commission, when deciding whether to issue licenses for hydropower projects, to give equal consideration to minimizing infringement on the useful exercise and enjoyment of property rights held by nonlicensees.
In developing recreational resources within project boundaries, licensees must consider private landownership as a means to encourage and facilitate private investment and increased tourism and recreational use."
175,Died in a previous Congress,"This bill revises criminal provisions related to the interstate transportation of firearms and ammunition.An individual may transport a firearm between two places (e.g., states) where it is legal to possess, carry, or transport the firearm. During transport, the firearm must be unloaded and secured or securely stored. Additionally, an individual may transport ammunition, or a detachable magazine or feeding device, between two places where it is legal to possess, carry, or transport the ammunition, magazine, or feeding device. During transport, the ammunition, magazine, or feeding device must not be loaded into a firearm and must be securely stored. The bill prohibits the arrest or detention of an individual for a state or local firearm or ammunition violation unless there is probable cause to believe the individual failed to comply with the provisions of this bill."
176,Died in a previous Congress,"Appalachian Regional Commission Relocation Act
This bill requires the headquarters of the Appalachian Regional Commission to be located in the Appalachian region.
The commission must implement this requirement within one year, but may extend the implementation period by up to 180 days with written notice to Congress."
177,Died in a previous Congress,"This bill requires (1) the reinstatement of the tax-exempt status of a tax-exempt subsidiary organization with fewer than 50 members whose tax-exempt status was revoked due to failure to file required tax returns or notices, and (2) a waiver of any user fee charged in connection with a reinstatement application. As a condition for reinstatement, the organization must file any required returns or notices."
178,Died in a previous Congress,"Appalachia Opportunity Grants Act of 2019
This bill authorizes the Department of Agriculture to award grants for units of local government in the Appalachian region of the eastern United States to convene groups of public and private entities to collaborate in carrying out regional projects to accomplish positive economic and community impacts in the region.
A regional project carried out by a collaborative group must (1) involve at least two municipalities that share a border; and (2) complete a specific activity that has a goal of job creation, expansion of the capacity of post-secondary education, growth of tourism, improving public health, or upgrading regional infrastructure."
179,Died in a previous Congress,"Acre In, Acre Out Act
This bill prescribes a new requirement for any acquisition of land by the Department of the Interior or the Department of Agriculture that would result in a net increase of total land acreage under the jurisdiction of the National Park Service, the U.S. Fish and Wildlife Service, the Bureau of Land Management, or the Forest Service. The department concerned must offer for sale an equal number of acres of federal land that is under the same jurisdictional status.
The bill exempts from this requirement any easements acquired to facilitate management of federal lands.
Land sold pursuant to this bill shall be offered for sale at fair market value (based on local comparable sales), with monthly price reductions if the land is not sold in six months.
All net proceeds from the sale of federal lands pursuant to this bill shall be deposited directly into the Treasury for reduction of the public debt."
